,stop_lat,stop_lon,members,stop_id
3586,-34.474722,-58.625623,"[np.float64(6805108463.0), np.float64(6805108462.0), np.float64(6805125297.0)]",
3587,-34.450042,-58.543332,"[np.float64(6749107746.0), np.float64(6749111062.0), np.float64(6749116486.0), np.float64(6749121096.0)]",
3588,-34.648335,-58.661467,"[np.float64(6410110200.0), np.float64(6410110201.0), np.float64(6410118157.0), np.float64(6410118156.0)]",
3589,-34.58144,-58.608182,"[np.float64(6840116010.0), np.float64(6840116009.0), np.float64(6840133900.0)]",
3590,-34.590467,-58.4359,"[np.float64(20994.0), np.float64(202174.0), np.float64(202303.0)]",
3591,-34.728675,-58.346265,"[np.float64(6434117695.0), np.float64(6434131029.0), np.float64(6434121134.0), np.float64(6434125495.0)]",
3592,-34.73419,-58.476948,"[np.float64(6490121094.0), np.float64(6490121095.0), np.float64(6490103146.0), np.float64(6490103147.0)]",
3593,-34.644578,-58.646835,"[np.float64(6568115282.0), np.float64(6568115281.0), np.float64(6568117771.0), np.float64(6568117770.0)]",
3594,-34.713162,-58.40961,"[np.float64(6434113028.0), np.float64(6434115162.0), np.float64(6434130282.0)]",
3595,-34.615828,-58.420317,"[np.float64(2031439.0), np.float64(2032097.0), np.float64(2032991.0)]",
3596,-34.741637,-58.386817,"[np.float64(6490125431.0), np.float64(6490125432.0), np.float64(6490119110.0), np.float64(6490119111.0)]",
3597,-34.886583,-57.978537,"[np.float64(6441103596.0), np.float64(6441103595.0), np.float64(6441128836.0)]",
3598,-34.581063,-58.662132,"[np.float64(6408110356.0), np.float64(6408110357.0), np.float64(6408116619.0), np.float64(6408116620.0)]",
3599,-34.569293,-58.540315,"[np.float64(6371126850.0), np.float64(6371106939.0), np.float64(6371127267.0)]",
3600,-34.702232,-58.337847,"[np.float64(635109407.0), np.float64(635109408.0), np.float64(635105929.0), np.float64(635133483.0)]",
3601,-34.555997,-58.462062,"[np.float64(204583.0), np.float64(204584.0), np.float64(204582.0)]",
3602,-34.614315,-58.63644,"[np.float64(6408114053.0), np.float64(6408114054.0), np.float64(6408104239.0), np.float64(6408104238.0)]",
3603,-34.87833,-58.348062,"[np.float64(628113927.0), np.float64(628113928.0), np.float64(628100667.0), np.float64(628100666.0)]",
3604,-34.413652,-58.600435,"[np.float64(6805114300.0), np.float64(6805114301.0), np.float64(6805101944.0), np.float64(6805101945.0)]",
3605,-34.875417,-58.080037,"[np.float64(6441122317.0), np.float64(6441122316.0), np.float64(6441122742.0)]",
3606,-34.906572,-57.949028,"[np.float64(6441129231.0), np.float64(6441129230.0), np.float64(6441123117.0)]",
3607,-34.815695,-58.427367,"[np.float64(6490114536.0), np.float64(6490114537.0), np.float64(6490115517.0), np.float64(6490128973.0)]",
3608,-34.665962,-58.600312,"[np.float64(6568114608.0), np.float64(6568114609.0), np.float64(6568100923.0)]",
3609,-34.694723,-58.693867,"[np.float64(6539102249.0), np.float64(6539102248.0), np.float64(6539126072.0)]",
3610,-34.923632,-57.9241,"[np.float64(6441115196.0), np.float64(6441115393.0), np.float64(6441122674.0), np.float64(6441132936.0)]",
3611,-34.634903,-58.636262,"[np.float64(6568128729.0), np.float64(6568128728.0), np.float64(6568125924.0), np.float64(6568125925.0)]",
3612,-34.575893,-58.448662,"[np.float64(204356.0), np.float64(204380.0), np.float64(204379.0)]",
3613,-34.766445,-58.311808,"[np.float64(6658101798.0), np.float64(6658101797.0), np.float64(6658109809.0), np.float64(6658109810.0)]",
3614,-34.565942,-58.513205,"[np.float64(6371105688.0), np.float64(6861134246.0), np.float64(6371124905.0)]",
3615,-34.707482,-58.399357,"[np.float64(6434124530.0), np.float64(6434124529.0), np.float64(6434108000.0), np.float64(6434108001.0)]",
3616,-34.634387,-58.463712,"[np.float64(202973.0), np.float64(202974.0), np.float64(203012.0)]",
3617,-34.63858,-58.482058,"[np.float64(202079.0), np.float64(202080.0), np.float64(202070.0)]",
3618,-34.75298,-58.34942,"[np.float64(6490129984.0), np.float64(6490132235.0), np.float64(6490120331.0)]",
3619,-34.113482,-59.020308,"[np.float64(6882103966.0), np.float64(6882103967.0), np.float64(6882108393.0), np.float64(6882108394.0)]",
3620,-34.634448,-58.641342,"[np.float64(6568120498.0), np.float64(6568120499.0), np.float64(6568111384.0), np.float64(6568111385.0)]",
3621,-34.655478,-58.689825,"[np.float64(6410130405.0), np.float64(6410130404.0), np.float64(6410105344.0)]",
3622,-34.628983,-58.709123,"[np.float64(6410130794.0), np.float64(6410102851.0), np.float64(6410118124.0)]",
3623,-34.744555,-58.27469,"[np.float64(6658115260.0), np.float64(6658115261.0), np.float64(6658121901.0), np.float64(6658121902.0)]",
3624,-34.80633,-58.259763,"[np.float64(6274107558.0), np.float64(6274107559.0), np.float64(6274119155.0), np.float64(6274119154.0)]",
3625,-34.654273,-58.701442,"[np.float64(6410130909.0), np.float64(6410130908.0), np.float64(6410128568.0)]",
3626,-34.54094,-58.69013,"[np.float64(6760123660.0), np.float64(6760123659.0), np.float64(6760124459.0), np.float64(6760124460.0)]",
3627,-34.817443,-58.252817,"[np.float64(6274112824.0), np.float64(6274112823.0), np.float64(6274117149.0), np.float64(6274117150.0)]",
3628,-34.709572,-58.323913,"[np.float64(635129362.0), np.float64(635129361.0), np.float64(635100306.0), np.float64(635134510.0)]",
3629,-34.563647,-58.53025,"[np.float64(6371131725.0), np.float64(6371131724.0), np.float64(6371114542.0)]",
3630,-34.615987,-58.380885,"[np.float64(201356.0), np.float64(201373.0), np.float64(201372.0), np.float64(201357.0)]",
3631,-34.571595,-58.650507,"[np.float64(6408120425.0), np.float64(6408120426.0), np.float64(6408124918.0), np.float64(6408124917.0)]",
3632,-34.737867,-58.460112,"[np.float64(6490109428.0), np.float64(6490109429.0), np.float64(6490126429.0), np.float64(6490126430.0)]",
3633,-34.55527,-58.60792,"[np.float64(6840135100.0), np.float64(6840130883.0), np.float64(6371104695.0)]",
3634,-34.683822,-58.438173,"[np.float64(6434105250.0), np.float64(6434105249.0), np.float64(6434102615.0)]",
3635,-34.77939,-58.261372,"[np.float64(691118911.0), np.float64(691121844.0), np.float64(691126520.0)]",
3636,-34.692432,-58.33238,"[np.float64(635108444.0), np.float64(635108445.0), np.float64(635106737.0)]",
3637,-34.598683,-58.436392,"[np.float64(201749.0), np.float64(206481.0), np.float64(201780.0), np.float64(201781.0)]",
3638,-34.75059,-58.297758,"[np.float64(6658130947.0), np.float64(6658130946.0), np.float64(6658105742.0), np.float64(6658105741.0)]",
3639,-34.827463,-58.645583,"[np.float64(6427105383.0), np.float64(6427117134.0), np.float64(6427111925.0)]",
3640,-34.705435,-58.407972,"[np.float64(6434124230.0), np.float64(6434124231.0), np.float64(6434133953.0)]",
3641,-34.535387,-58.508825,"[np.float64(6861130636.0), np.float64(6861130637.0), np.float64(6861115480.0)]",
3642,-34.72092,-58.432235,"[np.float64(6490120196.0), np.float64(6490120197.0), np.float64(6490122121.0)]",
3643,-34.702245,-58.664528,"[np.float64(6539128706.0), np.float64(6539126738.0), np.float64(6539108312.0), np.float64(6539134817.0)]",
3644,-34.73169,-58.286617,"[np.float64(6658127318.0), np.float64(6658134094.0), np.float64(6658129470.0)]",
3645,-34.81288,-58.4217,"[np.float64(6490121996.0), np.float64(6490121997.0), np.float64(628127338.0), np.float64(628127337.0)]",
3646,-34.755417,-58.264952,"[np.float64(6658103842.0), np.float64(6658103843.0), np.float64(6658119426.0), np.float64(6658119425.0)]",
3647,-34.657545,-58.416288,"[np.float64(204612.0), np.float64(2032305.0), np.float64(2032061.0)]",
3648,-34.705552,-58.556955,"[np.float64(6427105206.0), np.float64(6427105205.0), np.float64(6427111147.0), np.float64(6427111146.0)]",
3649,-34.604043,-58.64575,"[np.float64(6408117497.0), np.float64(6408117498.0), np.float64(6408106454.0)]",
3650,-34.66597,-58.627268,"[np.float64(6568106278.0), np.float64(6568106279.0), np.float64(6568103630.0), np.float64(6568103629.0)]",
3651,-34.533928,-58.531972,"[np.float64(6861114190.0), np.float64(6861114189.0), np.float64(6861104489.0), np.float64(6861104488.0)]",
3652,-34.607715,-58.392055,"[np.float64(205675.0), np.float64(2033.0), np.float64(2034.0)]",
3653,-34.74596,-58.452033,"[np.float64(6490115879.0), np.float64(6490115878.0), np.float64(6490128181.0)]",
3654,-34.672918,-58.607967,"[np.float64(6568108582.0), np.float64(6568108583.0), np.float64(6568122206.0), np.float64(6568122207.0)]",
3655,-34.696082,-58.424065,"[np.float64(6434114150.0), np.float64(6434114149.0), np.float64(6434106888.0)]",
3656,-34.903173,-57.979707,"[np.float64(6441128888.0), np.float64(6441129077.0), np.float64(6441110362.0)]",
3657,-34.542937,-58.536957,"[np.float64(6861130736.0), np.float64(6861111553.0), np.float64(6371121154.0)]",
3658,-34.818862,-58.343142,"[np.float64(628109708.0), np.float64(628109707.0), np.float64(628110835.0)]",
3659,-34.625433,-58.37751,"[np.float64(201503.0), np.float64(201504.0), np.float64(201501.0)]",
3660,-34.736465,-58.277372,"[np.float64(6658111245.0), np.float64(6658111246.0), np.float64(6658107219.0)]",
3661,-34.626788,-58.372942,"[np.float64(20304.0), np.float64(20305.0), np.float64(2027.0), np.float64(20296.0)]",
3662,-34.715548,-58.330835,"[np.float64(635110294.0), np.float64(635110293.0), np.float64(635126512.0)]",
3663,-34.693002,-58.67048,"[np.float64(6539101977.0), np.float64(6539101976.0), np.float64(6539132621.0), np.float64(6539132622.0)]",
3664,-34.884478,-58.561155,"[np.float64(6270117627.0), np.float64(6270117628.0), np.float64(6270107310.0), np.float64(6270107309.0)]",
3665,-34.59195,-58.465382,"[np.float64(202649.0), np.float64(201944.0), np.float64(201932.0), np.float64(201931.0)]",
3666,-34.878143,-57.851355,"[np.float64(698110083.0), np.float64(698110084.0), np.float64(698121722.0)]",
3667,-34.524877,-58.715467,"[np.float64(6760117500.0), np.float64(6760117501.0), np.float64(6760132858.0)]",
3668,-34.588272,-58.66504,"[np.float64(6408131395.0), np.float64(6408134322.0), np.float64(6408131821.0), np.float64(6408124129.0)]",
3669,-34.946608,-57.941273,"[np.float64(6441118329.0), np.float64(6441118330.0), np.float64(6441113631.0), np.float64(6441124899.0)]",
3670,-34.82225,-58.634202,"[np.float64(6427130199.0), np.float64(6427130198.0), np.float64(6427125866.0)]",
3671,-34.66544,-58.503023,"[np.float64(203970.0), np.float64(203969.0), np.float64(203971.0), np.float64(206472.0)]",
3672,-34.612798,-58.531027,"[np.float64(6840105120.0), np.float64(6840105121.0), np.float64(6840134721.0)]",
3673,-34.681188,-58.386285,"[np.float64(635105884.0), np.float64(635105885.0), np.float64(635113503.0), np.float64(635113504.0)]",
3674,-34.823522,-58.640975,"[np.float64(6427107789.0), np.float64(6427107788.0), np.float64(6427112940.0)]",
3675,-34.752738,-58.394913,"[np.float64(6490103030.0), np.float64(6490103029.0), np.float64(6490122665.0)]",
3676,-34.778138,-58.638782,"[np.float64(6427102036.0), np.float64(6427102037.0), np.float64(6427112548.0), np.float64(6427100986.0)]",
3677,-34.729157,-58.457652,"[np.float64(6490129417.0), np.float64(6490110648.0), np.float64(6490131139.0), np.float64(6490119299.0)]",
3678,-34.70161,-58.571097,"[np.float64(6427133530.0), np.float64(6427127176.0), np.float64(6427129066.0)]",
3679,-34.90932,-57.948353,"[np.float64(6441104915.0), np.float64(6441104916.0), np.float64(6441128815.0), np.float64(6441128814.0)]",
3680,-34.56603,-58.48261,"[np.float64(204916.0), np.float64(2031485.0), np.float64(207242.0)]",
3681,-34.780267,-58.292565,"[np.float64(6274104560.0), np.float64(6274104559.0), np.float64(6658130562.0)]",
3682,-34.728655,-58.261725,"[np.float64(6658106863.0), np.float64(6658106862.0), np.float64(6658116011.0)]",
3683,-34.682733,-58.438942,"[np.float64(6434110543.0), np.float64(6434110544.0), np.float64(6434114960.0)]",
3684,-34.80471,-58.180057,"[np.float64(691114731.0), np.float64(691123350.0), np.float64(691105452.0)]",
3685,-34.653242,-58.44199,"[np.float64(2031608.0), np.float64(2031589.0), np.float64(2032020.0)]",
3686,-34.638133,-58.610155,"[np.float64(6568131798.0), np.float64(6568131797.0), np.float64(6568116572.0)]",
3687,-34.699215,-58.733257,"[np.float64(6539129164.0), np.float64(6539115860.0), np.float64(6539119044.0)]",
3688,-34.66016,-58.625472,"[np.float64(6568116446.0), np.float64(6568116445.0), np.float64(6568132346.0)]",
3689,-34.107925,-59.021192,"[np.float64(6882109800.0), np.float64(6882109801.0), np.float64(6882123949.0), np.float64(6882109802.0)]",
3690,-34.67795,-58.69025,"[np.float64(6539108288.0), np.float64(6539117374.0), np.float64(6539121516.0)]",
3691,-34.640102,-58.529967,"[np.float64(2032014.0), np.float64(6840115607.0), np.float64(2031922.0), np.float64(2031851.0)]",
3692,-34.826477,-58.245913,"[np.float64(6274119698.0), np.float64(6274119697.0), np.float64(6274105550.0), np.float64(6274105551.0)]",
3693,-34.887625,-58.02805,"[np.float64(6441124465.0), np.float64(6441124466.0), np.float64(6441108744.0)]",
3694,-34.660088,-58.370725,"[np.float64(635133081.0), np.float64(635129505.0), np.float64(635119867.0)]",
3695,-34.600808,-58.759385,"[np.float64(6560105240.0), np.float64(6560105241.0), np.float64(6560122567.0)]",
3696,-34.613858,-58.38112,"[np.float64(201369.0), np.float64(201360.0), np.float64(201361.0), np.float64(201368.0)]",
3697,-34.87786,-58.347092,"[np.float64(628116193.0), np.float64(628116194.0), np.float64(628114639.0), np.float64(628114640.0)]",
3698,-34.744647,-58.293745,"[np.float64(6658122170.0), np.float64(6658122169.0), np.float64(6658129305.0)]",
3699,-34.742678,-58.387012,"[np.float64(6490133013.0), np.float64(6490133014.0), np.float64(6490131569.0), np.float64(6490131568.0)]",
3700,-34.603255,-58.3963,"[np.float64(202521.0), np.float64(202523.0), np.float64(202519.0)]",
3701,-34.767997,-58.29083,"[np.float64(6658127554.0), np.float64(6658127555.0), np.float64(6658125262.0), np.float64(6658125263.0)]",
3702,-34.908667,-57.955522,"[np.float64(6441116135.0), np.float64(6441116136.0), np.float64(6441132661.0)]",
3703,-34.710622,-58.22311,"[np.float64(6658133532.0), np.float64(6658133533.0), np.float64(6658133147.0)]",
3704,-34.554587,-58.489002,"[np.float64(205601.0), np.float64(205441.0), np.float64(2032482.0)]",
3705,-34.655762,-58.588965,"[np.float64(6568129743.0), np.float64(6568121636.0), np.float64(6427108639.0)]",
3706,-34.637898,-58.487132,"[np.float64(2031604.0), np.float64(201906.0), np.float64(206685.0)]",
3707,-34.604252,-58.593162,"[np.float64(6840108720.0), np.float64(6840108719.0), np.float64(6840126790.0)]",
3708,-34.698978,-58.43217,"[np.float64(6434112188.0), np.float64(6434112189.0), np.float64(6434125036.0), np.float64(6434125037.0)]",
3709,-34.635677,-58.597517,"[np.float64(6568111727.0), np.float64(6568127121.0), np.float64(6568122488.0)]",
3710,-34.459272,-58.630817,"[np.float64(6805117831.0), np.float64(6805117832.0), np.float64(6805114349.0)]",
3711,-34.65957,-58.468862,"[np.float64(204647.0), np.float64(204646.0), np.float64(204648.0)]",
3712,-34.694047,-58.595562,"[np.float64(6427130089.0), np.float64(6427102995.0), np.float64(6427107221.0)]",
3713,-34.539293,-58.589917,"[np.float64(6371106238.0), np.float64(6371106239.0), np.float64(6371110119.0)]",
3714,-34.8201,-58.384492,"[np.float64(628132416.0), np.float64(628116761.0), np.float64(628100172.0)]",
3715,-34.678305,-58.389627,"[np.float64(635113399.0), np.float64(635113400.0), np.float64(635108839.0), np.float64(635108838.0)]",
3716,-34.876458,-58.075675,"[np.float64(6441115125.0), np.float64(6441115126.0), np.float64(6441103424.0)]",
3717,-34.6446,-58.46433,"[np.float64(206542.0), np.float64(206543.0), np.float64(205246.0)]",
3718,-34.710285,-58.35278,"[np.float64(6434112273.0), np.float64(6434124054.0), np.float64(635104771.0)]",
3719,-34.619828,-58.43997,"[np.float64(20945.0), np.float64(205712.0), np.float64(2032211.0)]",
3720,-34.61862,-58.40056,"[np.float64(203168.0), np.float64(207109.0), np.float64(203942.0)]",
3721,-34.70476,-58.412687,"[np.float64(6434129870.0), np.float64(6434129869.0), np.float64(6434113600.0)]",
3722,-34.570367,-58.458647,"[np.float64(205058.0), np.float64(204320.0), np.float64(205059.0), np.float64(2031973.0)]",
3723,-34.7702,-58.283098,"[np.float64(6658106517.0), np.float64(6658106516.0), np.float64(6658116751.0)]",
3724,-34.644297,-58.670082,"[np.float64(6410114359.0), np.float64(6410114360.0), np.float64(6410118795.0)]",
3725,-34.619962,-58.5173,"[np.float64(206007.0), np.float64(20920.0), np.float64(201299.0), np.float64(201610.0)]",
3726,-34.533317,-58.50991,"[np.float64(6861115328.0), np.float64(6861115329.0), np.float64(6861134724.0)]",
3727,-34.913487,-57.93355,"[np.float64(6441117759.0), np.float64(6441133705.0), np.float64(6441117438.0), np.float64(6441129659.0)]",
3728,-34.480267,-58.524242,"[np.float64(6756107330.0), np.float64(6756107331.0), np.float64(6756135050.0)]",
3729,-34.75642,-58.48429,"[np.float64(6260125077.0), np.float64(6260119438.0), np.float64(6260132214.0), np.float64(6260130659.0)]",
3730,-34.657008,-58.682835,"[np.float64(6410120394.0), np.float64(6410120395.0), np.float64(6410128165.0)]",
3731,-34.747878,-58.43845,"[np.float64(6490121021.0), np.float64(6490121020.0), np.float64(6490129723.0), np.float64(6490129724.0)]",
3732,-34.748182,-58.380918,"[np.float64(6490121365.0), np.float64(6490121364.0), np.float64(6490132297.0)]",
3733,-34.82414,-58.389,"[np.float64(628106598.0), np.float64(628106597.0), np.float64(628105196.0)]",
3734,-34.73725,-58.2499,"[np.float64(6658135007.0), np.float64(6658129060.0), np.float64(6658126583.0)]",
3735,-34.616147,-58.58669,"[np.float64(6568122050.0), np.float64(6568122049.0), np.float64(6568120539.0), np.float64(6568120540.0)]",
3736,-34.608102,-58.443247,"[np.float64(202012.0), np.float64(202014.0), np.float64(202347.0)]",
3737,-34.744292,-58.617715,"[np.float64(6427116905.0), np.float64(6427116904.0), np.float64(6427134523.0), np.float64(6427134522.0)]",
3738,-34.61446,-58.587942,"[np.float64(6568131561.0), np.float64(6568131562.0), np.float64(6568103814.0), np.float64(6568103815.0)]",
3739,-34.411725,-58.60017,"[np.float64(6805109092.0), np.float64(6805109093.0), np.float64(6805109541.0), np.float64(6805109542.0)]",
3740,-34.659422,-58.63402,"[np.float64(6568131430.0), np.float64(6568131431.0), np.float64(6568133224.0), np.float64(6568133223.0)]",
3741,-34.710888,-58.377087,"[np.float64(6434114164.0), np.float64(6434106856.0), np.float64(6434128375.0)]",
3742,-34.594593,-58.537792,"[np.float64(6371130497.0), np.float64(6371134745.0), np.float64(6371134108.0)]",
3743,-34.490323,-58.569962,"[np.float64(6756103015.0), np.float64(6756103016.0), np.float64(6756118112.0)]",
3744,-34.578422,-58.544907,"[np.float64(6371123443.0), np.float64(6371123444.0), np.float64(6371115129.0), np.float64(6371128796.0)]",
3745,-34.760097,-58.441107,"[np.float64(6490113100.0), np.float64(6490134630.0), np.float64(6490108563.0)]",
3746,-34.69701,-58.484632,"[np.float64(6427106528.0), np.float64(6427106527.0), np.float64(6427120755.0), np.float64(6427120756.0)]",
3747,-34.517512,-58.746167,"[np.float64(6412117244.0), np.float64(6412120456.0), np.float64(6412126817.0)]",
3748,-34.452193,-58.613583,"[np.float64(6805106733.0), np.float64(6805106732.0), np.float64(6805102843.0), np.float64(6805102844.0)]",
3749,-34.750395,-58.339122,"[np.float64(6658108458.0), np.float64(6658108459.0), np.float64(6490112009.0), np.float64(6490112008.0)]",
3750,-34.635587,-58.594928,"[np.float64(6568126054.0), np.float64(6568112628.0), np.float64(6568132724.0)]",
3751,-34.796863,-58.243325,"[np.float64(691110298.0), np.float64(691110299.0), np.float64(6274123632.0), np.float64(6274123631.0)]",
3752,-34.700695,-58.586797,"[np.float64(6427129678.0), np.float64(6427107662.0), np.float64(6427128638.0)]",
3753,-34.741642,-58.431325,"[np.float64(6490113566.0), np.float64(6490116301.0), np.float64(6490131726.0)]",
3754,-34.603395,-58.64975,"[np.float64(6408108152.0), np.float64(6408108151.0), np.float64(6408108471.0)]",
3755,-34.610848,-58.415637,"[np.float64(201333.0), np.float64(2031252.0), np.float64(2031993.0)]",
3756,-34.648783,-58.372572,"[np.float64(2031941.0), np.float64(20349.0), np.float64(2032417.0)]",
3757,-34.615557,-58.599392,"[np.float64(6568124616.0), np.float64(6568124615.0), np.float64(6568107480.0)]",
3758,-34.682363,-58.71016,"[np.float64(6539105317.0), np.float64(6539105318.0), np.float64(6539115523.0), np.float64(6539115524.0)]",
3759,-34.626552,-58.47149,"[np.float64(203112.0), np.float64(203111.0), np.float64(2031748.0), np.float64(207048.0)]",
3760,-34.641747,-58.431118,"[np.float64(203597.0), np.float64(203596.0), np.float64(203201.0)]",
3761,-34.681875,-58.702182,"[np.float64(6539114734.0), np.float64(6539124452.0), np.float64(6539103406.0)]",
3762,-34.467852,-58.541882,"[np.float64(6756134286.0), np.float64(6756131446.0), np.float64(6756133857.0)]",
3763,-34.752715,-58.377275,"[np.float64(6490127933.0), np.float64(6490127988.0), np.float64(6490110959.0)]",
3764,-34.812485,-58.205075,"[np.float64(6274111110.0), np.float64(6274111109.0), np.float64(6274111639.0)]",
3765,-34.580385,-58.451295,"[np.float64(201167.0), np.float64(206925.0), np.float64(201097.0), np.float64(201095.0)]",
3766,-34.432057,-58.597572,"[np.float64(6805116930.0), np.float64(6805114696.0), np.float64(6805134492.0), np.float64(6805117430.0)]",
3767,-34.616882,-58.651232,"[np.float64(6408118148.0), np.float64(6408118147.0), np.float64(6408112413.0), np.float64(6408112412.0)]",
3768,-34.84383,-58.155428,"[np.float64(691107385.0), np.float64(691107384.0), np.float64(691113344.0)]",
3769,-34.406965,-58.68955,"[np.float64(6805121885.0), np.float64(6805110789.0), np.float64(6805134303.0)]",
3770,-34.626912,-58.648572,"[np.float64(6408131492.0), np.float64(6408131493.0), np.float64(6408130078.0), np.float64(6408130077.0)]",
3771,-34.556598,-58.694117,"[np.float64(6760121646.0), np.float64(6760117638.0), np.float64(6760104091.0)]",
3772,-34.883873,-58.358982,"[np.float64(628128062.0), np.float64(628128063.0), np.float64(628118034.0), np.float64(628118035.0)]",
3773,-34.615517,-58.46384,"[np.float64(201447.0), np.float64(202637.0), np.float64(201449.0), np.float64(207179.0)]",
3774,-34.767043,-58.321862,"[np.float64(6658127778.0), np.float64(6658127777.0), np.float64(6658112718.0), np.float64(6658112717.0)]",
3775,-34.755892,-58.401573,"[np.float64(6490111182.0), np.float64(6490114889.0), np.float64(6490115468.0)]",
3776,-34.663423,-58.727993,"[np.float64(6539128016.0), np.float64(6539128017.0), np.float64(6539114874.0), np.float64(6539106694.0)]",
3777,-34.593263,-58.592337,"[np.float64(6840110305.0), np.float64(6840110304.0), np.float64(6840134580.0)]",
3778,-34.582485,-58.593602,"[np.float64(6840133294.0), np.float64(6840133293.0), np.float64(6840132697.0)]",
3779,-34.931562,-57.92713,"[np.float64(6441120486.0), np.float64(6441122551.0), np.float64(6441109489.0)]",
3780,-34.612327,-58.71186,"[np.float64(6410111429.0), np.float64(6410111428.0), np.float64(6410129831.0)]",
3781,-34.608757,-58.434175,"[np.float64(201890.0), np.float64(201891.0), np.float64(202068.0)]",
3782,-34.597447,-58.417177,"[np.float64(2032284.0), np.float64(208080.0), np.float64(201828.0), np.float64(201829.0)]",
3783,-34.618653,-58.772782,"[np.float64(6560106464.0), np.float64(6560130639.0), np.float64(6560106344.0)]",
3784,-34.597713,-58.635848,"[np.float64(6408103335.0), np.float64(6408103334.0), np.float64(6408118570.0), np.float64(6408118571.0)]",
3785,-34.616287,-58.538987,"[np.float64(6840103893.0), np.float64(6840103894.0), np.float64(6840131001.0), np.float64(6840113986.0)]",
3786,-34.465047,-58.91424,"[np.float64(6638113473.0), np.float64(6638113474.0), np.float64(6638129431.0), np.float64(6638127550.0)]",
3787,-34.692868,-58.672648,"[np.float64(6539116617.0), np.float64(6539116618.0), np.float64(6539107046.0), np.float64(6539107045.0)]",
3788,-34.747295,-58.41744,"[np.float64(6490111070.0), np.float64(6490111071.0), np.float64(6490110383.0)]",
3789,-34.70127,-58.425945,"[np.float64(6434123381.0), np.float64(6434123382.0), np.float64(6434126964.0)]",
3790,-34.733985,-58.455722,"[np.float64(6490133645.0), np.float64(6490134431.0), np.float64(6490108842.0)]",
3791,-34.756807,-58.37737,"[np.float64(6490126443.0), np.float64(6490105803.0), np.float64(6490126751.0)]",
3792,-34.48363,-58.504178,"[np.float64(6756110386.0), np.float64(6756102742.0), np.float64(6756132634.0)]",
3793,-34.723297,-58.479017,"[np.float64(6490115184.0), np.float64(6490115183.0), np.float64(6490104249.0)]",
3794,-34.632638,-58.457987,"[np.float64(202979.0), np.float64(2032144.0), np.float64(2032907.0)]",
3795,-34.742585,-58.398482,"[np.float64(6490121743.0), np.float64(6490102826.0), np.float64(6490101418.0)]",
3796,-34.635995,-58.784738,"[np.float64(6560121328.0), np.float64(6560112243.0), np.float64(6560127092.0), np.float64(6560102755.0)]",
3797,-34.535468,-58.53606,"[np.float64(6861100333.0), np.float64(6861100334.0), np.float64(6861123145.0)]",
3798,-34.66928,-58.394867,"[np.float64(635126979.0), np.float64(635119017.0), np.float64(635103660.0)]",
3799,-34.726228,-58.441738,"[np.float64(6490114890.0), np.float64(6490114891.0), np.float64(6490105874.0), np.float64(6490102375.0)]",
3800,-34.792773,-58.347527,"[np.float64(628117733.0), np.float64(628117734.0), np.float64(628106192.0)]",
3801,-34.56093,-58.457657,"[np.float64(204768.0), np.float64(205172.0), np.float64(204767.0), np.float64(204766.0)]",
3802,-34.683712,-58.697695,"[np.float64(6539121928.0), np.float64(6539128695.0), np.float64(6539115041.0)]",
3803,-34.67005,-58.55779,"[np.float64(6427110500.0), np.float64(6427100558.0), np.float64(6427103861.0)]",
3804,-34.468613,-58.589183,"[np.float64(6749111150.0), np.float64(6749111151.0), np.float64(6749101968.0), np.float64(6749101967.0)]",
3805,-34.719465,-58.430177,"[np.float64(6490103225.0), np.float64(6490103224.0), np.float64(6490124834.0)]",
3806,-34.518857,-58.51492,"[np.float64(6861117051.0), np.float64(6861123868.0), np.float64(6861108262.0)]",
3807,-34.561137,-58.554237,"[np.float64(6371119862.0), np.float64(6371119861.0), np.float64(6371103067.0), np.float64(6371103068.0)]",
3808,-34.595347,-58.398987,"[np.float64(203378.0), np.float64(207752.0), np.float64(207761.0)]",
3809,-34.810367,-58.491567,"[np.float64(6260121150.0), np.float64(6260121151.0), np.float64(6260123388.0), np.float64(6260123387.0)]",
3810,-34.562135,-58.552867,"[np.float64(6371123356.0), np.float64(6371123357.0), np.float64(6371117807.0), np.float64(6371117808.0)]",
3811,-34.712018,-58.268772,"[np.float64(6658102122.0), np.float64(6658102121.0), np.float64(6658114967.0)]",
3812,-34.698215,-58.604292,"[np.float64(6427121010.0), np.float64(6427131539.0), np.float64(6427103069.0)]",
3813,-34.64261,-58.657055,"[np.float64(6410103909.0), np.float64(6410103910.0), np.float64(6410128974.0)]",
3814,-34.513788,-58.795217,"[np.float64(6412127803.0), np.float64(6412107267.0), np.float64(6412128159.0), np.float64(6412122197.0)]",
3815,-34.603662,-58.461695,"[np.float64(2031679.0), np.float64(205637.0), np.float64(2033291.0)]",
3816,-34.634227,-58.435982,"[np.float64(203626.0), np.float64(2031751.0), np.float64(203522.0), np.float64(206451.0)]",
3817,-34.617638,-58.468845,"[np.float64(202664.0), np.float64(202665.0), np.float64(202663.0)]",
3818,-34.655588,-58.556402,"[np.float64(6427128322.0), np.float64(6427121664.0), np.float64(6427131182.0)]",
3819,-34.954528,-57.951178,"[np.float64(6441111226.0), np.float64(6441111225.0), np.float64(6441131249.0), np.float64(6441131248.0)]",
3820,-34.637472,-58.40555,"[np.float64(206207.0), np.float64(205679.0), np.float64(205677.0)]",
