,stop_lat,stop_lon,members,stop_id
13490,-34.7613,-58.235263,[np.float64(691132460.0)],691132460.0
13491,-34.760403,-58.269437,[np.float64(6658116665.0)],6658116665.0
13492,-34.700747,-58.281802,[np.float64(6658120919.0)],6658120919.0
13493,-34.700155,-58.42384,[np.float64(6434118056.0)],6434118056.0
13494,-34.698112,-58.743188,[np.float64(6539132645.0)],6539132645.0
13495,-34.697008,-58.626668,[np.float64(6427104008.0)],6427104008.0
13496,-34.69568,-58.56426,[np.float64(6427117668.0)],6427117668.0
13497,-34.69459,-58.503528,[np.float64(6427123905.0)],6427123905.0
13498,-34.735467,-58.29501,[np.float64(6658110695.0)],6658110695.0
13499,-34.72584,-58.395455,[np.float64(6434109259.0)],6434109259.0
13500,-35.013795,-58.067438,[np.float64(6441105044.0)],6441105044.0
13501,-34.713005,-58.55417,[np.float64(6427112216.0)],6427112216.0
13502,-34.712182,-58.462912,[np.float64(6490109208.0)],6490109208.0
13503,-34.710808,-58.54277,[np.float64(6427130316.0)],6427130316.0
13504,-34.7707,-58.35318,[np.float64(628128824.0)],628128824.0
13505,-34.764345,-58.360613,[np.float64(6490113492.0)],6490113492.0
13506,-34.762285,-58.388735,[np.float64(6490131775.0)],6490131775.0
13507,-34.698532,-58.736868,[np.float64(6539131524.0)],6539131524.0
13508,-34.698242,-58.491807,[np.float64(6427109215.0)],6427109215.0
13509,-34.698192,-58.737367,[np.float64(6539122165.0)],6539122165.0
13510,-34.69533,-58.31935,[np.float64(635102832.0)],635102832.0
13511,-34.695267,-58.491565,[np.float64(6427113303.0)],6427113303.0
13512,-34.69387,-58.42414,[np.float64(6434121292.0)],6434121292.0
13513,-34.724332,-58.577912,[np.float64(6427125667.0)],6427125667.0
13514,-34.72355,-58.378222,[np.float64(6434123347.0)],6434123347.0
13515,-34.722517,-58.486787,[np.float64(6427131479.0)],6427131479.0
13516,-34.72236,-58.38191,[np.float64(6434123625.0)],6434123625.0
13517,-34.72145,-58.340715,[np.float64(6434114005.0)],6434114005.0
13518,-34.71504,-58.52144,[np.float64(6427118902.0)],6427118902.0
13519,-34.714567,-58.38093,[np.float64(6434100406.0)],6434100406.0
13520,-34.768895,-58.411355,[np.float64(6490122639.0)],6490122639.0
13521,-34.767397,-58.423407,[np.float64(6490123641.0)],6490123641.0
13522,-34.763412,-58.230408,[np.float64(691134183.0)],691134183.0
13523,-34.762853,-58.206638,[np.float64(691132494.0)],691132494.0
13524,-34.760527,-58.20183,[np.float64(691121503.0)],691121503.0
13525,-34.695725,-58.472897,[np.float64(205267.0)],205267.0
13526,-34.695717,-58.571393,[np.float64(6427127450.0)],6427127450.0
13527,-34.695357,-58.65137,[np.float64(6568132962.0)],6568132962.0
13528,-34.694375,-58.492175,[np.float64(6427116428.0)],6427116428.0
13529,-34.735255,-58.477062,[np.float64(6490121120.0)],6490121120.0
13530,-34.734547,-58.402032,[np.float64(6490118854.0)],6490118854.0
13531,-34.731125,-58.298068,[np.float64(6658134093.0)],6658134093.0
13532,-34.730447,-58.368413,[np.float64(6434110770.0)],6434110770.0
13533,-35.011415,-58.013202,[np.float64(6441130164.0)],6441130164.0
13534,-34.929017,-57.95816,[np.float64(6441132207.0)],6441132207.0
13535,-34.928777,-57.885832,[np.float64(698126557.0)],698126557.0
13536,-34.717578,-58.643012,[np.float64(6539125579.0)],6539125579.0
13537,-34.716202,-58.407282,[np.float64(6434113383.0)],6434113383.0
13538,-34.769243,-58.232313,[np.float64(691117012.0)],691117012.0
13539,-34.7678,-58.286075,[np.float64(6658116583.0)],6658116583.0
13540,-34.767108,-58.261357,[np.float64(6658116998.0)],6658116998.0
13541,-34.715828,-58.403115,[np.float64(6434120378.0)],6434120378.0
13542,-34.714932,-58.382312,[np.float64(6434111744.0)],6434111744.0
13543,-34.71419,-58.307083,[np.float64(6658100928.0)],6658100928.0
13544,-34.696845,-58.333395,[np.float64(635120132.0)],635120132.0
13545,-34.69645,-58.53547,[np.float64(6427124991.0)],6427124991.0
13546,-34.695555,-58.504078,[np.float64(6427117006.0)],6427117006.0
13547,-34.735028,-58.37326,[np.float64(6434131380.0)],6434131380.0
13548,-34.73475,-58.345647,[np.float64(6434120221.0)],6434120221.0
13549,-34.733202,-58.410558,[np.float64(6490114790.0)],6490114790.0
13550,-34.72699,-58.337358,[np.float64(6434126280.0)],6434126280.0
13551,-34.726863,-58.398238,[np.float64(6434103085.0)],6434103085.0
13552,-34.967522,-57.980312,[np.float64(6441112973.0)],6441112973.0
13553,-34.955478,-57.896067,[np.float64(6441133284.0)],6441133284.0
13554,-34.937272,-57.933863,[np.float64(6441133415.0)],6441133415.0
13555,-34.896558,-57.941458,[np.float64(6245102027.0)],6245102027.0
13556,-34.892313,-57.973083,[np.float64(6441127781.0)],6441127781.0
13557,-34.88304,-57.841867,[np.float64(698124195.0)],698124195.0
13558,-34.698138,-58.56666,[np.float64(6427131055.0)],6427131055.0
13559,-34.696897,-58.397568,[np.float64(6434106389.0)],6434106389.0
13560,-34.696472,-58.530683,[np.float64(6427119776.0)],6427119776.0
13561,-34.695845,-58.486877,[np.float64(6427110651.0)],6427110651.0
13562,-34.69468,-58.311888,[np.float64(635131502.0)],635131502.0
13563,-34.736762,-58.49917,[np.float64(6260111874.0)],6260111874.0
13564,-34.732848,-58.413167,[np.float64(6434123837.0)],6434123837.0
13565,-34.726017,-58.413945,[np.float64(6434127665.0)],6434127665.0
13566,-34.957158,-57.998932,[np.float64(6441129385.0)],6441129385.0
13567,-34.934382,-57.980137,[np.float64(6441134539.0)],6441134539.0
13568,-34.930552,-57.877403,[np.float64(698127359.0)],698127359.0
13569,-34.921652,-57.956595,[np.float64(6441118718.0)],6441118718.0
13570,-34.914617,-57.936378,[np.float64(6441133647.0)],6441133647.0
13571,-34.90798,-57.92618,[np.float64(698130755.0)],698130755.0
13572,-34.906557,-57.951767,[np.float64(6441123995.0)],6441123995.0
13573,-34.697455,-58.478987,[np.float64(6427111116.0)],6427111116.0
13574,-34.69492,-58.301042,[np.float64(635105816.0)],635105816.0
13575,-34.733445,-58.379092,[np.float64(6434132758.0)],6434132758.0
13576,-34.73272,-58.280238,[np.float64(6658114801.0)],6658114801.0
13577,-34.730232,-58.390088,[np.float64(6434110934.0)],6434110934.0
13578,-34.998728,-58.051022,[np.float64(6441134368.0)],6441134368.0
13579,-34.946545,-58.01836,[np.float64(6441133476.0)],6441133476.0
13580,-34.94402,-57.917323,[np.float64(6441118248.0)],6441118248.0
13581,-34.942407,-57.944528,[np.float64(6441103026.0)],6441103026.0
13582,-34.929393,-57.900617,[np.float64(6441123455.0)],6441123455.0
13583,-34.922862,-57.990872,[np.float64(6441119880.0)],6441119880.0
13584,-34.694867,-58.32553,[np.float64(635127799.0)],635127799.0
13585,-34.694802,-58.329005,[np.float64(635113861.0)],635113861.0
13586,-34.693577,-58.62146,[np.float64(6427134597.0)],6427134597.0
13587,-34.736742,-58.235502,[np.float64(6658119561.0)],6658119561.0
13588,-34.734805,-58.40045,[np.float64(6490126416.0)],6490126416.0
13589,-34.949667,-57.903933,[np.float64(6441122236.0)],6441122236.0
13590,-34.92082,-57.938947,[np.float64(6441134691.0)],6441134691.0
13591,-34.920687,-57.934712,[np.float64(6441131300.0)],6441131300.0
13592,-34.915938,-57.941575,[np.float64(6441126398.0)],6441126398.0
13593,-34.915228,-57.932923,[np.float64(6441121988.0)],6441121988.0
13594,-34.898285,-57.931858,[np.float64(6245128559.0)],6245128559.0
13595,-34.889742,-58.38222,[np.float64(628116547.0)],628116547.0
13596,-34.72309,-58.408992,[np.float64(6434120229.0)],6434120229.0
13597,-34.7223,-58.34161,[np.float64(6434121927.0)],6434121927.0
13598,-34.720027,-58.373342,[np.float64(6434132698.0)],6434132698.0
13599,-34.717098,-58.325568,[np.float64(635132748.0)],635132748.0
13600,-34.717067,-58.449837,[np.float64(6490124302.0)],6490124302.0
13601,-34.7159,-58.37907,[np.float64(6434117895.0)],6434117895.0
13602,-34.766882,-58.417363,[np.float64(6490132421.0)],6490132421.0
13603,-34.766047,-58.43635,[np.float64(6490106368.0)],6490106368.0
13604,-34.76328,-58.609105,[np.float64(6427119882.0)],6427119882.0
13605,-34.760418,-58.393147,[np.float64(6490119072.0)],6490119072.0
13606,-34.71566,-58.3813,[np.float64(6434118348.0)],6434118348.0
13607,-34.715437,-58.465397,[np.float64(6490107108.0)],6490107108.0
13608,-34.713835,-58.604282,[np.float64(6427132313.0)],6427132313.0
13609,-34.711672,-58.368177,[np.float64(6434132747.0)],6434132747.0
13610,-34.710692,-58.333515,[np.float64(635122093.0)],635122093.0
13611,-34.700995,-58.641647,[np.float64(6568112870.0)],6568112870.0
13612,-34.71416,-58.335067,[np.float64(635102568.0)],635102568.0
13613,-34.712682,-58.287202,[np.float64(6658133525.0)],6658133525.0
13614,-34.712098,-58.395877,[np.float64(6434134110.0)],6434134110.0
13615,-34.711797,-58.374315,[np.float64(6434135069.0)],6434135069.0
13616,-34.709083,-58.282107,[np.float64(6658111552.0)],6658111552.0
13617,-34.769383,-58.245452,[np.float64(691130079.0)],691130079.0
13618,-34.767175,-58.438117,[np.float64(6490126825.0)],6490126825.0
13619,-34.764178,-58.443083,[np.float64(6490132147.0)],6490132147.0
13620,-34.76204,-58.373955,[np.float64(6490129474.0)],6490129474.0
13621,-34.761982,-58.416888,[np.float64(6490119842.0)],6490119842.0
13622,-34.760983,-58.423707,[np.float64(6490101491.0)],6490101491.0
13623,-34.760567,-58.440777,[np.float64(6490133667.0)],6490133667.0
13624,-34.676812,-58.489025,[np.float64(204748.0)],204748.0
13625,-34.676758,-58.364548,[np.float64(635123218.0)],635123218.0
13626,-34.676605,-58.57841,[np.float64(6427130489.0)],6427130489.0
13627,-34.673513,-58.475542,[np.float64(204840.0)],204840.0
13628,-34.673372,-58.565805,[np.float64(6427128517.0)],6427128517.0
13629,-34.67139,-58.393613,[np.float64(635131793.0)],635131793.0
13630,-34.670123,-58.484715,[np.float64(204165.0)],204165.0
13631,-34.832003,-58.397462,[np.float64(628117103.0)],628117103.0
13632,-34.82407,-58.422982,[np.float64(628123275.0)],628123275.0
13633,-34.815082,-58.470182,[np.float64(6260109806.0)],6260109806.0
13634,-34.78238,-58.410638,[np.float64(6490131794.0)],6490131794.0
13635,-34.781547,-58.17104,[np.float64(691131882.0)],691131882.0
13636,-34.777692,-58.45893,[np.float64(6490114272.0)],6490114272.0
13637,-34.724038,-58.275582,[np.float64(6658112171.0)],6658112171.0
13638,-34.722925,-58.56756,[np.float64(6427100496.0)],6427100496.0
13639,-34.720185,-58.345352,[np.float64(6434120957.0)],6434120957.0
13640,-34.71994,-58.273235,[np.float64(6658109918.0)],6658109918.0
13641,-34.71984,-58.349453,[np.float64(6434121658.0)],6434121658.0
13642,-34.715942,-58.735192,[np.float64(6539123309.0)],6539123309.0
13643,-34.712177,-58.380415,[np.float64(6434114080.0)],6434114080.0
13644,-34.70948,-58.406195,[np.float64(6434113156.0)],6434113156.0
13645,-34.708685,-58.376277,[np.float64(6434108231.0)],6434108231.0
13646,-34.70862,-58.340198,[np.float64(635106991.0)],635106991.0
13647,-34.768373,-58.633347,[np.float64(6427116119.0)],6427116119.0
13648,-34.767102,-58.634772,[np.float64(6427118569.0)],6427118569.0
13649,-34.762492,-58.373672,[np.float64(6490128937.0)],6490128937.0
13650,-34.719595,-58.359575,[np.float64(6434107777.0)],6434107777.0
13651,-34.71712,-58.404822,[np.float64(6434123361.0)],6434123361.0
13652,-34.768492,-58.285025,[np.float64(6658130975.0)],6658130975.0
13653,-34.763592,-58.222745,[np.float64(691116295.0)],691116295.0
13654,-34.761735,-58.225712,[np.float64(691104089.0)],691104089.0
13655,-34.7599,-58.414785,[np.float64(6490127133.0)],6490127133.0
13656,-34.698118,-58.626987,[np.float64(6427125937.0)],6427125937.0
13657,-34.69721,-58.488377,[np.float64(6427126168.0)],6427126168.0
13658,-34.693408,-58.424473,[np.float64(6434124783.0)],6434124783.0
13659,-34.732803,-58.574565,[np.float64(6427116058.0)],6427116058.0
13660,-34.73233,-58.367268,[np.float64(6434133256.0)],6434133256.0
13661,-34.735695,-58.61918,[np.float64(6427126364.0)],6427126364.0
13662,-34.731767,-58.41404,[np.float64(6434125752.0)],6434125752.0
13663,-34.731415,-58.438567,[np.float64(6490121109.0)],6490121109.0
13664,-34.731193,-58.707577,[np.float64(6539129613.0)],6539129613.0
13665,-34.73034,-58.428305,[np.float64(6490130130.0)],6490130130.0
13666,-34.729063,-58.300065,[np.float64(6658128726.0)],6658128726.0
13667,-34.726838,-58.37359,[np.float64(6434120198.0)],6434120198.0
13668,-35.014525,-57.9533,[np.float64(6441104439.0)],6441104439.0
13669,-34.960745,-57.949442,[np.float64(6441111632.0)],6441111632.0
13670,-34.960422,-57.88944,[np.float64(6441130335.0)],6441130335.0
13671,-34.945432,-57.984997,[np.float64(6441104114.0)],6441104114.0
13672,-34.942533,-57.939635,[np.float64(6441125357.0)],6441125357.0
13673,-34.940295,-57.970282,[np.float64(6441104886.0)],6441104886.0
13674,-34.92558,-57.95556,[np.float64(6441116966.0)],6441116966.0
13675,-34.917125,-57.965405,[np.float64(6441133654.0)],6441133654.0
13676,-34.915607,-57.966818,[np.float64(6441117290.0)],6441117290.0
13677,-34.911553,-57.959257,[np.float64(6441133553.0)],6441133553.0
13678,-34.896172,-57.98885,[np.float64(6441133111.0)],6441133111.0
13679,-34.884153,-58.390013,[np.float64(628104451.0)],628104451.0
13680,-34.879192,-58.05027,[np.float64(6441124847.0)],6441124847.0
13681,-34.69689,-58.33838,[np.float64(635122766.0)],635122766.0
13682,-34.69479,-58.770782,[np.float64(6539103553.0)],6539103553.0
13683,-34.694157,-58.476377,[np.float64(6427115439.0)],6427115439.0
13684,-34.73407,-58.575987,[np.float64(6427135039.0)],6427135039.0
13685,-34.732692,-58.608168,[np.float64(6427132631.0)],6427132631.0
13686,-34.731543,-58.25911,[np.float64(6658122255.0)],6658122255.0
13687,-34.729878,-58.260385,[np.float64(6658128863.0)],6658128863.0
13688,-34.72939,-58.37627,[np.float64(6434132237.0)],6434132237.0
13689,-34.726952,-58.594825,[np.float64(6427102545.0)],6427102545.0
13690,-34.940402,-57.938197,[np.float64(6441100411.0)],6441100411.0
13691,-34.910972,-57.982137,[np.float64(6441128692.0)],6441128692.0
13692,-34.90698,-58.015112,[np.float64(6441129260.0)],6441129260.0
13693,-34.906815,-57.987755,[np.float64(6441132973.0)],6441132973.0
13694,-34.85831,-58.084722,[np.float64(6441130501.0)],6441130501.0
13695,-34.857762,-58.182842,[np.float64(691122717.0)],691122717.0
13696,-34.85034,-58.075492,[np.float64(6441134140.0)],6441134140.0
13697,-34.835527,-58.39878,[np.float64(628112404.0)],628112404.0
13698,-34.724828,-58.565025,[np.float64(6427121654.0)],6427121654.0
13699,-34.72468,-58.386045,[np.float64(6434115665.0)],6434115665.0
13700,-34.72099,-58.283607,[np.float64(6658128971.0)],6658128971.0
13701,-34.720405,-58.24977,[np.float64(6658106654.0)],6658106654.0
13702,-34.719028,-58.380182,[np.float64(6434114107.0)],6434114107.0
13703,-34.717712,-58.399315,[np.float64(6434114490.0)],6434114490.0
13704,-34.715368,-58.305873,[np.float64(6658106951.0)],6658106951.0
13705,-34.714087,-58.379662,[np.float64(6434130411.0)],6434130411.0
13706,-34.713143,-58.38292,[np.float64(6434111529.0)],6434111529.0
13707,-34.712573,-58.373025,[np.float64(6434108721.0)],6434108721.0
13708,-34.710488,-58.384675,[np.float64(6434134469.0)],6434134469.0
13709,-34.76639,-58.234295,[np.float64(691132974.0)],691132974.0
13710,-34.765258,-58.233902,[np.float64(691130955.0)],691130955.0
13711,-34.764412,-58.437645,[np.float64(6490106924.0)],6490106924.0
13712,-34.716543,-58.361632,[np.float64(6434129450.0)],6434129450.0
13713,-34.715382,-58.452397,[np.float64(6490134919.0)],6490134919.0
13714,-34.712715,-58.400505,[np.float64(6434134354.0)],6434134354.0
13715,-34.711177,-58.367655,[np.float64(6434122668.0)],6434122668.0
13716,-34.71039,-58.38103,[np.float64(6434131608.0)],6434131608.0
13717,-34.710307,-58.68382,[np.float64(6539129557.0)],6539129557.0
13718,-34.70952,-58.389905,[np.float64(6434107548.0)],6434107548.0
13719,-34.768795,-58.232705,[np.float64(691128598.0)],691128598.0
13720,-34.767982,-58.43868,[np.float64(6490105702.0)],6490105702.0
13721,-34.766428,-58.341085,[np.float64(628118293.0)],628118293.0
13722,-34.765372,-58.339835,[np.float64(628118895.0)],628118895.0
13723,-34.760582,-58.620472,[np.float64(6427123635.0)],6427123635.0
13724,-34.700412,-58.654117,[np.float64(6539130866.0)],6539130866.0
13725,-34.700152,-58.322562,[np.float64(635105236.0)],635105236.0
13726,-34.699495,-58.625948,[np.float64(6427122999.0)],6427122999.0
13727,-34.699448,-58.735532,[np.float64(6539123488.0)],6539123488.0
13728,-34.71662,-58.433965,[np.float64(6490119346.0)],6490119346.0
13729,-34.714065,-58.40895,[np.float64(6434119153.0)],6434119153.0
13730,-34.712268,-58.413577,[np.float64(6434125388.0)],6434125388.0
13731,-34.711287,-58.285547,[np.float64(6658113577.0)],6658113577.0
13732,-34.71024,-58.292002,[np.float64(6658106417.0)],6658106417.0
13733,-34.708232,-58.449,[np.float64(6490111035.0)],6490111035.0
13734,-34.770882,-58.423527,[np.float64(6490116976.0)],6490116976.0
13735,-34.6994,-58.343382,[np.float64(635100852.0)],635100852.0
13736,-34.699035,-58.341672,[np.float64(635101229.0)],635101229.0
13737,-34.696435,-58.561092,[np.float64(6427108679.0)],6427108679.0
13738,-34.797138,-58.391295,[np.float64(628101866.0)],628101866.0
13739,-34.795165,-58.84523,[np.float64(6525100361.0)],6525100361.0
13740,-34.794532,-58.278703,[np.float64(6274116841.0)],6274116841.0
13741,-34.792182,-58.316983,[np.float64(628126532.0)],628126532.0
13742,-34.788682,-58.408217,[np.float64(6490109430.0)],6490109430.0
13743,-34.785593,-58.84084,[np.float64(6525115002.0)],6525115002.0
13744,-34.811413,-58.404475,[np.float64(628125554.0)],628125554.0
13745,-34.806707,-58.3452,[np.float64(628106825.0)],628106825.0
13746,-34.80525,-58.260567,[np.float64(6274122978.0)],6274122978.0
13747,-34.800667,-58.391532,[np.float64(628110635.0)],628110635.0
13748,-34.800465,-58.278717,[np.float64(6274101201.0)],6274101201.0
13749,-34.873312,-58.028548,[np.float64(6441114804.0)],6441114804.0
13750,-34.866572,-58.191483,[np.float64(6274132569.0)],6274132569.0
13751,-34.859452,-58.2772,[np.float64(6274124293.0)],6274124293.0
13752,-34.843845,-58.401485,[np.float64(628106140.0)],628106140.0
13753,-34.843645,-58.281833,[np.float64(6274134357.0)],6274134357.0
13754,-34.725135,-58.460792,[np.float64(6490132904.0)],6490132904.0
13755,-34.723945,-58.313388,[np.float64(6658112205.0)],6658112205.0
13756,-34.723647,-58.368305,[np.float64(6434112311.0)],6434112311.0
13757,-34.72263,-58.299022,[np.float64(6658116640.0)],6658116640.0
13758,-34.72053,-58.27282,[np.float64(6658120802.0)],6658120802.0
13759,-34.71392,-58.396267,[np.float64(6434120581.0)],6434120581.0
13760,-34.712967,-58.266645,[np.float64(6658108234.0)],6658108234.0
13761,-34.711612,-58.629568,[np.float64(6427123718.0)],6427123718.0
13762,-34.709992,-58.72492,[np.float64(6539126202.0)],6539126202.0
13763,-34.708813,-58.316462,[np.float64(635134835.0)],635134835.0
13764,-34.768688,-58.195667,[np.float64(691123058.0)],691123058.0
13765,-34.765872,-58.380048,[np.float64(6490129699.0)],6490129699.0
13766,-34.765383,-58.636652,[np.float64(6427117785.0)],6427117785.0
13767,-34.76511,-58.201452,[np.float64(691111477.0)],691111477.0
13768,-34.761685,-58.434355,[np.float64(6490112641.0)],6490112641.0
13769,-34.694677,-58.631875,[np.float64(6568127290.0)],6568127290.0
13770,-34.735465,-58.584568,[np.float64(6427113137.0)],6427113137.0
13771,-34.787157,-58.841993,[np.float64(6525123374.0)],6525123374.0
13772,-34.80266,-58.278568,[np.float64(6274120505.0)],6274120505.0
13773,-34.801103,-58.410785,[np.float64(6490130551.0)],6490130551.0
13774,-34.798605,-58.359407,[np.float64(628131665.0)],628131665.0
13775,-34.869123,-58.033958,[np.float64(6441127191.0)],6441127191.0
13776,-34.86594,-58.389362,[np.float64(628102896.0)],628102896.0
13777,-34.858618,-58.379127,[np.float64(628105634.0)],628105634.0
13778,-34.858215,-58.379418,[np.float64(628127694.0)],628127694.0
13779,-34.842972,-58.280607,[np.float64(6274119509.0)],6274119509.0
13780,-34.839197,-57.938292,[np.float64(6245130180.0)],6245130180.0
13781,-34.724785,-58.411522,[np.float64(6434131899.0)],6434131899.0
13782,-34.723782,-58.284092,[np.float64(6658129133.0)],6658129133.0
13783,-34.71996,-58.379427,[np.float64(6434121283.0)],6434121283.0
13784,-34.796435,-58.408808,[np.float64(6490102055.0)],6490102055.0
13785,-34.795563,-58.321982,[np.float64(628102825.0)],628102825.0
13786,-34.793982,-58.358552,[np.float64(628117836.0)],628117836.0
13787,-34.792952,-58.14694,[np.float64(691126784.0)],691126784.0
13788,-34.792112,-58.381465,[np.float64(628107092.0)],628107092.0
13789,-34.791173,-58.321772,[np.float64(628124354.0)],628124354.0
13790,-34.78662,-58.407757,[np.float64(6490123904.0)],6490123904.0
13791,-34.804012,-58.336622,[np.float64(628127130.0)],628127130.0
13792,-34.876607,-58.048422,[np.float64(6441116200.0)],6441116200.0
13793,-34.862363,-58.181697,[np.float64(6274134271.0)],6274134271.0
13794,-34.853752,-58.502962,[np.float64(6260127589.0)],6260127589.0
13795,-34.852305,-58.386808,[np.float64(628115416.0)],628115416.0
13796,-34.725475,-58.386912,[np.float64(6434120735.0)],6434120735.0
13797,-34.721735,-58.581377,[np.float64(6427132423.0)],6427132423.0
13798,-34.720715,-58.289213,[np.float64(6658100342.0)],6658100342.0
13799,-34.72005,-58.36452,[np.float64(6434124862.0)],6434124862.0
13800,-34.719135,-58.279267,[np.float64(6658123982.0)],6658123982.0
13801,-34.717307,-58.335857,[np.float64(635131551.0)],635131551.0
13802,-34.715052,-58.412567,[np.float64(6434131654.0)],6434131654.0
13803,-34.714037,-58.365125,[np.float64(6434118556.0)],6434118556.0
13804,-34.713285,-58.59263,[np.float64(6427107628.0)],6427107628.0
13805,-34.710447,-58.608827,[np.float64(6427113765.0)],6427113765.0
13806,-34.77013,-58.431482,[np.float64(6490134505.0)],6490134505.0
13807,-34.768967,-58.440902,[np.float64(6490125485.0)],6490125485.0
13808,-34.767992,-58.246873,[np.float64(691128805.0)],691128805.0
13809,-34.766877,-58.623792,[np.float64(6427122362.0)],6427122362.0
13810,-34.766582,-58.635985,[np.float64(6427123816.0)],6427123816.0
13811,-34.765562,-58.487247,[np.float64(6260133584.0)],6260133584.0
13812,-34.76358,-58.23544,[np.float64(691124215.0)],691124215.0
13813,-34.761777,-58.418212,[np.float64(6490121523.0)],6490121523.0
13814,-34.76041,-58.445913,[np.float64(6490130814.0)],6490130814.0
13815,-34.760147,-58.413082,[np.float64(6490122100.0)],6490122100.0
13816,-34.88105,-57.96795,[np.float64(6441131838.0)],6441131838.0
13817,-34.677132,-58.517353,[np.float64(6427134111.0)],6427134111.0
13818,-34.676615,-58.510117,[np.float64(6427125199.0)],6427125199.0
13819,-34.673242,-58.519192,[np.float64(6427132640.0)],6427132640.0
13820,-34.67194,-58.469637,[np.float64(204826.0)],204826.0
13821,-34.671633,-58.389417,[np.float64(635117390.0)],635117390.0
13822,-34.82327,-58.40362,[np.float64(628130051.0)],628130051.0
13823,-34.81901,-58.251587,[np.float64(6274120537.0)],6274120537.0
13824,-34.817957,-58.430192,[np.float64(628134554.0)],628134554.0
13825,-34.814797,-58.274217,[np.float64(6274113683.0)],6274113683.0
13826,-34.780283,-58.613797,[np.float64(6427109416.0)],6427109416.0
13827,-34.778145,-58.378363,[np.float64(6490126525.0)],6490126525.0
13828,-34.776768,-58.828092,[np.float64(6525124919.0)],6525124919.0
13829,-34.896457,-57.949728,[np.float64(6441130605.0)],6441130605.0
13830,-34.88965,-58.121502,[np.float64(6441128051.0)],6441128051.0
13831,-34.886422,-57.986372,[np.float64(6441131538.0)],6441131538.0
13832,-34.882492,-58.680607,[np.float64(6427116883.0)],6427116883.0
13833,-34.67761,-58.773898,[np.float64(6539123042.0)],6539123042.0
13834,-34.675253,-58.510533,[np.float64(6427131124.0)],6427131124.0
13835,-34.673958,-58.72428,[np.float64(6539116534.0)],6539116534.0
13836,-34.67359,-58.513267,[np.float64(6427110052.0)],6427110052.0
13837,-34.671645,-58.538575,[np.float64(6427129372.0)],6427129372.0
13838,-34.670087,-58.678998,[np.float64(6410132625.0)],6410132625.0
13839,-34.669568,-58.344057,[np.float64(635104958.0)],635104958.0
13840,-34.829963,-58.17693,[np.float64(691128026.0)],691128026.0
13841,-34.82461,-58.400193,[np.float64(628128332.0)],628128332.0
13842,-34.820682,-58.389277,[np.float64(628111287.0)],628111287.0
13843,-34.697425,-58.380277,[np.float64(6434123730.0)],6434123730.0
13844,-34.69708,-58.414803,[np.float64(6434118327.0)],6434118327.0
13845,-34.694902,-58.333982,[np.float64(635129327.0)],635129327.0
13846,-34.736717,-58.480132,[np.float64(6490104825.0)],6490104825.0
13847,-34.735422,-58.36514,[np.float64(6434119833.0)],6434119833.0
13848,-34.73185,-58.51862,[np.float64(6427116395.0)],6427116395.0
13849,-35.025858,-58.010837,[np.float64(6441128187.0)],6441128187.0
13850,-34.996957,-57.859847,[np.float64(6441125144.0)],6441125144.0
13851,-34.987132,-57.853408,[np.float64(6441100296.0)],6441100296.0
13852,-34.965443,-57.88263,[np.float64(6441131752.0)],6441131752.0
13853,-34.955295,-58.033532,[np.float64(6441102998.0)],6441102998.0
13854,-34.943882,-58.040142,[np.float64(6441105377.0)],6441105377.0
13855,-34.694165,-58.33489,[np.float64(635123397.0)],635123397.0
13856,-34.736402,-58.583342,[np.float64(6427113467.0)],6427113467.0
13857,-34.735385,-58.575833,[np.float64(6427123485.0)],6427123485.0
13858,-34.73313,-58.580747,[np.float64(6427127223.0)],6427127223.0
13859,-34.732788,-58.607567,[np.float64(6427135116.0)],6427135116.0
13860,-34.732673,-58.249178,[np.float64(6658134030.0)],6658134030.0
13861,-34.732277,-58.570072,[np.float64(6427133436.0)],6427133436.0
13862,-34.729035,-58.248217,[np.float64(6658123174.0)],6658123174.0
13863,-34.962672,-57.940182,[np.float64(6441131274.0)],6441131274.0
13864,-34.960373,-57.951173,[np.float64(6441105583.0)],6441105583.0
13865,-34.955502,-57.997123,[np.float64(6441123841.0)],6441123841.0
13866,-34.94295,-57.940067,[np.float64(6441127587.0)],6441127587.0
13867,-34.932415,-57.890058,[np.float64(698124136.0)],698124136.0
13868,-34.927428,-57.948737,[np.float64(6441120810.0)],6441120810.0
13869,-34.91997,-57.927862,[np.float64(6441123260.0)],6441123260.0
13870,-34.736538,-58.36566,[np.float64(6434108238.0)],6434108238.0
13871,-34.73374,-58.406992,[np.float64(6434116802.0)],6434116802.0
13872,-34.732515,-58.35276,[np.float64(6434117496.0)],6434117496.0
13873,-34.730747,-58.524798,[np.float64(6427129830.0)],6427129830.0
13874,-34.729662,-58.423657,[np.float64(6490127195.0)],6490127195.0
13875,-34.728355,-58.377427,[np.float64(6434121522.0)],6434121522.0
13876,-34.727788,-58.44084,[np.float64(6490104923.0)],6490104923.0
13877,-34.967472,-58.067357,[np.float64(6441134330.0)],6441134330.0
13878,-34.952527,-57.94434,[np.float64(6441122688.0)],6441122688.0
13879,-34.950935,-57.902207,[np.float64(6441133327.0)],6441133327.0
13880,-34.950257,-58.022415,[np.float64(6441134239.0)],6441134239.0
13881,-34.946252,-57.920957,[np.float64(6441125005.0)],6441125005.0
13882,-34.94423,-57.946532,[np.float64(6441112651.0)],6441112651.0
